"Year Ended May","Decision Type","Nationality","Occupation Skill Level","Count"
"2018","Declined","Hungary","Skill level 4",3
"2018","Declined","Hungary","Skill level 5",3
"2018","Declined","India","(not recorded)",1932
"2018","Declined","India","Skill level 1",363
"2018","Declined","India","Skill level 2",1257
"2018","Declined","India","Skill level 3",393
"2018","Declined","India","Skill level 4",621
"2018","Declined","India","Skill level 5",204
"2018","Declined","Indonesia","(not recorded)",57
"2018","Declined","Indonesia","Skill level 1",0
"2018","Declined","Indonesia","Skill level 2",18
"2018","Declined","Indonesia","Skill level 3",3
"2018","Declined","Indonesia","Skill level 4",15
"2018","Declined","Indonesia","Skill level 5",3
"2018","Declined","Iran","(not recorded)",24
"2018","Declined","Iran","Skill level 1",3
"2018","Declined","Iran","Skill level 4",3
"2018","Declined","Iraq","(not recorded)",12
"2018","Declined","Iraq","Skill level 2",3
"2018","Declined","Iraq","Skill level 3",0
"2018","Declined","Ireland","(not recorded)",66
"2018","Declined","Ireland","Skill level 1",21
"2018","Declined","Ireland","Skill level 2",18
"2018","Declined","Ireland","Skill level 3",27
"2018","Declined","Ireland","Skill level 4",24
"2018","Declined","Ireland","Skill level 5",3
"2018","Declined","Israel","(not recorded)",15
"2018","Declined","Israel","Skill level 1",3
"2018","Declined","Israel","Skill level 3",0
"2018","Declined","Israel","Skill level 4",3
"2018","Declined","Italy","(not recorded)",96
"2018","Declined","Italy","Skill level 1",9
"2018","Declined","Italy","Skill level 2",24
"2018","Declined","Italy","Skill level 3",9
"2018","Declined","Italy","Skill level 4",9
"2018","Declined","Italy","Skill level 5",18
"2018","Declined","Jamaica","Skill level 3",6
"2018","Declined","Japan","(not recorded)",477
"2018","Declined","Japan","Skill level 1",15
"2018","Declined","Japan","Skill level 2",39
"2018","Declined","Japan","Skill level 3",21
"2018","Declined","Japan","Skill level 4",30
"2018","Declined","Japan","Skill level 5",12
"2018","Declined","Jordan","(not recorded)",18
"2018","Declined","Jordan","Skill level 1",0
"2018","Declined","Jordan","Skill level 2",6
"2018","Declined","Jordan","Skill level 3",3
"2018","Declined","Jordan","Skill level 5",0
"2018","Declined","Kazakhstan","(not recorded)",0
"2018","Declined","Kazakhstan","Skill level 1",0
"2018","Declined","Kazakhstan","Skill level 2",0
"2018","Declined","Kazakhstan","Skill level 3",0
"2018","Declined","Kazakhstan","Skill level 4",3
"2018","Declined","Kenya","(not recorded)",3
"2018","Declined","Kenya","Skill level 1",0
"2018","Declined","Kenya","Skill level 2",3
"2018","Declined","Kenya","Skill level 4",0
"2018","Declined","Kenya","Skill level 5",3
"2018","Declined","Kiribati","(not recorded)",18
"2018","Declined","Kiribati","Skill level 2",0
"2018","Declined","Kiribati","Skill level 4",0
"2018","Declined","Kiribati","Skill level 5",0
"2018","Declined","Kyrgyzstan","(not recorded)",0
"2018","Declined","Laos","(not recorded)",3
"2018","Declined","Latvia","(not recorded)",6
"2018","Declined","Latvia","Skill level 3",3
"2018","Declined","Latvia","Skill level 4",3
"2018","Declined","Latvia","Skill level 5",3
"2018","Declined","Lebanon","(not recorded)",3
"2018","Declined","Lebanon","Skill level 1",0
"2018","Declined","Lebanon","Skill level 2",0
"2018","Declined","Lithuania","(not recorded)",3
"2018","Declined","Lithuania","Skill level 2",0
"2018","Declined","Luxembourg","(not recorded)",6
"2018","Declined","Macau","Skill level 4",0
"2018","Declined","Macau","Skill level 5",3
"2018","Declined","Macedonia","Skill level 2",3
"2018","Declined","Macedonia","Skill level 3",3
"2018","Declined","Macedonia","Skill level 4",0
"2018","Declined","Macedonia","Skill level 5",0
"2018","Declined","Malawi","Skill level 1",0
"2018","Declined","Malaysia","(not recorded)",108
"2018","Declined","Malaysia","Skill level 1",15
"2018","Declined","Malaysia","Skill level 2",21
"2018","Declined","Malaysia","Skill level 3",63
"2018","Declined","Malaysia","Skill level 4",15
"2018","Declined","Malaysia","Skill level 5",21
"2018","Declined","Maldives","Skill level 4",3
"2018","Declined","Malta","(not recorded)",9
"2018","Declined","Marshall Islands","(not recorded)",0
"2018","Declined","Mauritius","(not recorded)",3
"2018","Declined","Mauritius","Skill level 3",12
"2018","Declined","Mauritius","Skill level 4",0
"2018","Declined","Mauritius","Skill level 5",3
"2018","Declined","Mexico","(not recorded)",33
"2018","Declined","Mexico","Skill level 1",9
"2018","Declined","Mexico","Skill level 2",6
"2018","Declined","Mexico","Skill level 3",6
"2018","Declined","Mexico","Skill level 4",6
"2018","Declined","Mexico","Skill level 5",6
"2018","Declined","Mongolia","(not recorded)",3
"2018","Declined","Mongolia","Skill level 1",3
"2018","Declined","Mongolia","Skill level 2",3
"2018","Declined","Morocco","(not recorded)",0
"2018","Declined","Morocco","Skill level 2",3
"2018","Declined","Morocco","Skill level 4",3
"2018","Declined","Myanmar","(not recorded)",9
"2018","Declined","Myanmar","Skill level 1",0
"2018","Declined","Myanmar","Skill level 2",3
"2018","Declined","Myanmar","Skill level 3",3
"2018","Declined","Nauru","(not recorded)",0
"2018","Declined","Nepal","(not recorded)",69
"2018","Declined","Nepal","Skill level 1",6
"2018","Declined","Nepal","Skill level 2",39
"2018","Declined","Nepal","Skill level 3",18
"2018","Declined","Nepal","Skill level 4",18
"2018","Declined","Nepal","Skill level 5",18
"2018","Declined","Netherlands","(not recorded)",81
"2018","Declined","Netherlands","Skill level 1",15
"2018","Declined","Netherlands","Skill level 2",6
"2018","Declined","Netherlands","Skill level 3",6
"2018","Declined","Netherlands","Skill level 4",3
"2018","Declined","Netherlands","Skill level 5",12
"2018","Declined","Nicaragua","Skill level 1",3
"2018","Declined","Nigeria","(not recorded)",15
"2018","Declined","Nigeria","Skill level 1",0
"2018","Declined","Nigeria","Skill level 2",3
"2018","Declined","Nigeria","Skill level 4",3
"2018","Declined","Nigeria","Skill level 5",3
"2018","Declined","Norway","(not recorded)",18
"2018","Declined","Norway","Skill level 3",0
"2018","Declined","Oman","(not recorded)",3
"2018","Declined","Pakistan","(not recorded)",51
"2018","Declined","Pakistan","Skill level 1",18
"2018","Declined","Pakistan","Skill level 2",12
"2018","Declined","Pakistan","Skill level 3",3
"2018","Declined","Pakistan","Skill level 4",3
"2018","Declined","Pakistan","Skill level 5",3
"2018","Declined","Palestine","(not recorded)",9
"2018","Declined","Palestine","Skill level 1",6
"2018","Declined","Palestine","Skill level 2",3
"2018","Declined","Papua New Guinea","(not recorded)",6
"2018","Declined","Papua New Guinea","Skill level 1",0
"2018","Declined","Papua New Guinea","Skill level 2",0
"2018","Declined","Papua New Guinea","Skill level 3",0
"2018","Declined","Peru","(not recorded)",24
"2018","Declined","Peru","Skill level 2",0
"2018","Declined","Peru","Skill level 3",0
"2018","Declined","Peru","Skill level 4",0
"2018","Declined","Peru","Skill level 5",3
"2018","Declined","Philippines","(not recorded)",552
"2018","Declined","Philippines","Skill level 1",150
"2018","Declined","Philippines","Skill level 2",117
"2018","Declined","Philippines","Skill level 3",597
"2018","Declined","Philippines","Skill level 4",444
"2018","Declined","Philippines","Skill level 5",327
"2018","Declined","Poland","(not recorded)",15
"2018","Declined","Poland","Skill level 1",3
"2018","Declined","Poland","Skill level 2",0
"2018","Declined","Poland","Skill level 3",6
"2018","Declined","Poland","Skill level 4",3
"2018","Declined","Portugal","(not recorded)",9
"2018","Declined","Portugal","Skill level 1",3
"2018","Declined","Portugal","Skill level 3",0
"2018","Declined","Romania","(not recorded)",6
"2018","Declined","Romania","Skill level 1",3
"2018","Declined","Romania","Skill level 2",3
"2018","Declined","Romania","Skill level 3",3
"2018","Declined","Romania","Skill level 4",3
"2018","Declined","Romania","Skill level 5",3
"2018","Declined","Russia","(not recorded)",39
"2018","Declined","Russia","Skill level 1",9
"2018","Declined","Russia","Skill level 2",15
"2018","Declined","Russia","Skill level 3",21
"2018","Declined","Russia","Skill level 4",6
"2018","Declined","Rwanda","Skill level 3",0
"2018","Declined","Samoa","(not recorded)",207
"2018","Declined","Samoa","Skill level 1",3
"2018","Declined","Samoa","Skill level 2",0
"2018","Declined","Samoa","Skill level 3",24
"2018","Declined","Samoa","Skill level 4",6
"2018","Declined","Samoa","Skill level 5",9
"2018","Declined","Saudi Arabia","(not recorded)",6
"2018","Declined","Saudi Arabia","Skill level 2",0
"2018","Declined","Serbia","(not recorded)",3
"2018","Declined","Serbia","Skill level 1",6
"2018","Declined","Serbia","Skill level 3",9
"2018","Declined","Serbia","Skill level 4",3
"2018","Declined","Serbia","Skill level 5",3
"2018","Declined","Singapore","(not recorded)",21
"2018","Declined","Singapore","Skill level 1",3
"2018","Declined","Singapore","Skill level 2",3
"2018","Declined","Slovakia","(not recorded)",6
"2018","Declined","Slovakia","Skill level 1",3
"2018","Declined","Slovakia","Skill level 3",3
"2018","Declined","Slovakia","Skill level 4",3
"2018","Declined","Slovenia","(not recorded)",6
"2018","Declined","Slovenia","Skill level 1",0
"2018","Declined","Slovenia","Skill level 2",3
"2018","Declined","Slovenia","Skill level 3",0
"2018","Declined","Solomon Islands","(not recorded)",9
"2018","Declined","Somalia","(not recorded)",0
"2018","Declined","South Africa","(not recorded)",138
"2018","Declined","South Africa","Skill level 1",54
"2018","Declined","South Africa","Skill level 2",33
"2018","Declined","South Africa","Skill level 3",114
"2018","Declined","South Africa","Skill level 4",39
"2018","Declined","South Africa","Skill level 5",12
"2018","Declined","South Korea","(not recorded)",255
"2018","Declined","South Korea","Skill level 1",27
"2018","Declined","South Korea","Skill level 2",96
"2018","Declined","South Korea","Skill level 3",27
"2018","Declined","South Korea","Skill level 4",27
"2018","Declined","South Korea","Skill level 5",12
"2018","Declined","Spain","(not recorded)",33
"2018","Declined","Spain","Skill level 1",9
"2018","Declined","Spain","Skill level 2",3
"2018","Declined","Spain","Skill level 3",6
"2018","Declined","Spain","Skill level 4",6
"2018","Declined","Spain","Skill level 5",6
"2018","Declined","Sri Lanka","(not recorded)",99
"2018","Declined","Sri Lanka","Skill level 1",30
"2018","Declined","Sri Lanka","Skill level 2",30
"2018","Declined","Sri Lanka","Skill level 3",84
"2018","Declined","Sri Lanka","Skill level 4",15
"2018","Declined","Sri Lanka","Skill level 5",21
"2018","Declined","St Kitts - Nevis","(not recorded)",3
"2018","Declined","St Vincent and the Grenadines","(not recorded)",0
"2018","Declined","Stateless","(not recorded)",3
"2018","Declined","Stateless","Skill level 1",3
"2018","Declined","Sudan","(not recorded)",3
"2018","Declined","Sudan","Skill level 1",0
"2018","Declined","Sweden","(not recorded)",51
"2018","Declined","Sweden","Skill level 1",3
"2018","Declined","Sweden","Skill level 3",3
"2018","Declined","Sweden","Skill level 4",0
"2018","Declined","Sweden","Skill level 5",3
"2018","Declined","Switzerland","(not recorded)",3
"2018","Declined","Switzerland","Skill level 1",3
"2018","Declined","Switzerland","Skill level 2",3
"2018","Declined","Switzerland","Skill level 3",6
"2018","Declined","Switzerland","Skill level 4",3
"2018","Declined","Switzerland","Skill level 5",3
"2018","Declined","Syria","(not recorded)",12
"2018","Declined","Syria","Skill level 1",9
"2018","Declined","Syria","Skill level 2",6
"2018","Declined","Taiwan","(not recorded)",63
"2018","Declined","Taiwan","Skill level 1",9
"2018","Declined","Taiwan","Skill level 2",6
"2018","Declined","Taiwan","Skill level 3",9
"2018","Declined","Taiwan","Skill level 4",6
"2018","Declined","Taiwan","Skill level 5",3
"2018","Declined","Thailand","(not recorded)",159
"2018","Declined","Thailand","Skill level 1",3
"2018","Declined","Thailand","Skill level 2",180
"2018","Declined","Thailand","Skill level 3",21
"2018","Declined","Thailand","Skill level 4",6
"2018","Declined","Thailand","Skill level 5",9
"2018","Declined","Tonga","(not recorded)",186
"2018","Declined","Tonga","Skill level 1",6
"2018","Declined","Tonga","Skill level 2",3
"2018","Declined","Tonga","Skill level 3",36
"2018","Declined","Tonga","Skill level 4",15
"2018","Declined","Tonga","Skill level 5",15
"2018","Declined","Tunisia","(not recorded)",0
"2018","Declined","Tunisia","Skill level 1",3
"2018","Declined","Turkey","(not recorded)",69
"2018","Declined","Turkey","Skill level 1",0
"2018","Declined","Turkey","Skill level 2",6
"2018","Declined","Turkey","Skill level 3",12
"2018","Declined","Turkey","Skill level 5",3
"2018","Declined","Tuvalu","(not recorded)",12
"2018","Declined","Uganda","(not recorded)",3
"2018","Declined","Uganda","Skill level 3",3
"2018","Declined","Ukraine","(not recorded)",15
"2018","Declined","Ukraine","Skill level 1",3
"2018","Declined","Ukraine","Skill level 3",6
"2018","Declined","Ukraine","Skill level 4",9
"2018","Declined","Ukraine","Skill level 5",3
"2018","Declined","United Kingdom","(not recorded)",945
"2018","Declined","United Kingdom","Skill level 1",90
"2018","Declined","United Kingdom","Skill level 2",90
"2018","Declined","United Kingdom","Skill level 3",141
"2018","Declined","United Kingdom","Skill level 4",99
"2018","Declined","United Kingdom","Skill level 5",39
"2018","Declined","United States of America","(not recorded)",657
"2018","Declined","United States of America","Skill level 1",66
"2018","Declined","United States of America","Skill level 2",18
"2018","Declined","United States of America","Skill level 3",30
"2018","Declined","United States of America","Skill level 4",39
"2018","Declined","United States of America","Skill level 5",21
"2018","Declined","Unknown","Skill level 3",0
"2018","Declined","Uruguay","(not recorded)",24
"2018","Declined","Uruguay","Skill level 1",6
"2018","Declined","Uruguay","Skill level 2",3
"2018","Declined","Uruguay","Skill level 3",3
"2018","Declined","Uruguay","Skill level 4",0
"2018","Declined","Uruguay","Skill level 5",15
"2018","Declined","Uzbekistan","(not recorded)",3
"2018","Declined","Uzbekistan","Skill level 1",0
"2018","Declined","Vanuatu","(not recorded)",51
"2018","Declined","Vanuatu","Skill level 1",3
"2018","Declined","Vanuatu","Skill level 5",9
"2018","Declined","Venezuela","(not recorded)",6
"2018","Declined","Venezuela","Skill level 2",3
"2018","Declined","Venezuela","Skill level 4",3
"2018","Declined","Vietnam","(not recorded)",93
"2018","Declined","Vietnam","Skill level 1",12
"2018","Declined","Vietnam","Skill level 2",24
"2018","Declined","Vietnam","Skill level 3",24
"2018","Declined","Vietnam","Skill level 4",15
"2018","Declined","Vietnam","Skill level 5",6
"2018","Declined","Yemen","(not recorded)",6
"2018","Declined","Yemen","Skill level 1",3
"2018","Declined","Yemen","Skill level 4",0
"2018","Declined","Zambia","(not recorded)",3
"2018","Declined","Zambia","Skill level 1",3
"2018","Declined","Zambia","Skill level 3",3
"2018","Declined","Zambia","Skill level 4",0
"2018","Declined","Zimbabwe","(not recorded)",9
"2018","Declined","Zimbabwe","Skill level 1",3
"2018","Declined","Zimbabwe","Skill level 2",3
"2018","Declined","Zimbabwe","Skill level 3",15
